제목,본문_clean,topic_id,topic_label
"LG 광파오븐 패널고장,다이얼고장 리콜대상아닌가요?","LG광파오븐 오브제 구매하고 2년정도사용중입니다.오브제 패널고장https://url.kr/OM8UZBhttps://cafe.naver.com/directwedding/6351521https://www.youtube.com/watch?v=Xlki8p4mlg4https://url.kr/KSX7MY위사례는 그나마 오브제광파오븐 다이얼고장 패널고장으로네이버에 올라온 최근사례입니다.엣날 광파오븐 구형제품 다이얼고장은 넣지도않았습니다.이렇게 구매한지 1달, 구매한지1년도안되서다이얼고장나는 제품이 정상인가요?저또한 다이얼이 아에안되는건 아니기에 참고썼는데참고쓰기엔 한계가있어서 수리해야되나싶어서 알아보는데 수리 가격만 10만원입니다.수리가격알아보고 화가나서 사레를 뒤져보니인터넷에서만 이정도면 실제로 고장사례는 더많은거아닌가요?LG제습기도사용중인데제습기물통도 물통 깨짐현상이 빈번하게나던거 뭉개고있다가인터넷에 사례들을 모아서 리콜하듯이 무상교체 받은적이있는데.이또한 같은사례라고 보여집니다.LG의 고품질의 제품생산과 책임있는 사후처리가 당연한거아닌가요?책임있는 답변부탁드립니다.똑같은 글 복붙은 사절합니다.",4,광파오븐 핵심 사용/구매/레시피
LG 디오스 오브제컬렉션 광파오븐...,LG 디오스 오브제컬렉션 광파오븐로 빵발효를 어떻게 해야하는지 잘 모르겠어요 발효기능은 찾았는데 빵있는그릇을 어떻게 넣어야 하는지 자세히알려주시면 좋겠네요.,4,광파오븐 핵심 사용/구매/레시피
LG 디오스 오브제컬렉션 광파오븐 32L 에어프라이 기능,에어프라이어 대체 기능이 스팀 오븐인가요 스팀 레인지인가요?,4,광파오븐 핵심 사용/구매/레시피
엘지 디오스 광파오븐 모델명 차이점,안녕하세요! 엘지 디오스 광파오븐을 구매하려 합니다!두가지의 모델명이 있던데 무슨 차이가 있는지 궁금해서요~MLJ32HRS / MLJ32Hwso뒤에 있는 알파벳의 차이점이 궁금해용,4,광파오븐 핵심 사용/구매/레시피
자취생 에어프라이 vs 광파오븐 vs 전자레인지,제가 10평 대 투룸으로 이사왔는데 전자렌지가 없어서 사야되거든용밥은 햇반 먹을건데 전자렌지랑 광파오븐 에어프라이셋중에 머 살까요?? ㅎㅎㅎ 하나만 살예정이에용 ㅎ에어프라이 청소는 쉽나염??,4,광파오븐 핵심 사용/구매/레시피
광파오븐으로 구운달걀 만들 수 있나요?,제가 사용하는 제품이 sk 매직 올인원 광파오븐 EON-C201F인데요. 여기에 에어프라이기나 오븐기능 이용해서 달걀 구울 수 있나요? 어디서는 터진다고 하는 사람들도 있어서 걱정됩니다 ㅠ,1,주방 공간 배치 및 인테리어 고민
LG전자 광파오븐 내부실리콘 알갱이 부스러짐 AS관련 문의드립니다,"안녕하세요 결혼하면서 LG광파오븐을 구매했습니다.사용빈도수는 한달에 두세번정도 햇반,닭가슴살 정도 돌린게 전부였습니다.구매한지도 2-3년된걸로 기억하구요.그런데 얼마전에 전자렌지 기능이 안되길래 내부를 확인하였는데요아래의 사진들처럼 오븐 도어쪽 실리콘이 저렇게 다 부스러져있어서 경악을 금치 못했습니다.우선 사진부터 봐주세요.단순히 무언가가 묻은게 아닌 도어쪽 실리콘이 부스러져서 알갱이처럼 떨어지고 있습니다.전자렌지 기능이 안되어서 AS신청하면서 위와 같은 현상을 접수하였고 자세한건 방문 기사님과 통화시에 물어보라고 하셨습니다.담당기사님이 배당이 되고 전화를 주셔서 문의를 드렸습니다.전자렌지 기능 고장- 마그네트론이 고장일경우 무상 처리(그 이외의 고장이라면 유상) -이라는 답변과도어쪽 내부실리콘 알갱이 부스러짐에 대해서는 기사님도 처음보는 현상이라고 하시면서이건 서비스규정에 없기에 교체를 희망할시엔 내부 실리콘 교체만이 아닌 문 통째로 교체만 가능하며 10만원 이상 비용이 발생한다고 안내를 받았습니다.기사님의 대략적 추측으로는 음식물과 고열이 만나서 발생한 화학적 반응이 아닐까 라고 조심스레 추측을 하셨습니다만...광파오븐특성상 오븐기능을 사용하면 고열이 발생할텐데내부실리콘이 이렇게 된다는건 설계상의 문제 아닌가요?서비스규정에 없다고 소비자과실로 유상처리될거라고 하시는데 이게 제 과실이 맞는건가요?LG가 만드는 전제제품들의 99.9%가 밀폐된 공간에서 사람몸에 맞닿는 제품들이 대부분일텐데..더군다나 이런 음식조리용 전자제품..그것도 외부가 아닌 내부가 이런식으로 작은 알갱이처럼 부셔진다면제가 발견하기전까지 모르는 상태로 음식물에 들어가서 저희 가족들이 음식과 같이 섭취한 양도 상당할거같은데... 오히려 저희 가족이 LG전자에 손해배송을 청구해도 모자란 판국인거같은데규정에 없다면서 유상으로 안내해주시고...출장보다는 직접 센터오셔서 센터장이나 윗사람들과 대화를 해보시는게 추천하시던데.. 통화를 한 기사님은 정말 친절하게 응대해주셨는데... 규정을 말씀하시니..저도 그분께 더이상 여쭤봐짜 의미가 없을거같아서 우선 방문AS를 취소한 상태입니다.제가 지식인에 이렇게 문의한 이유는 AS를 떠나 왜 저런 현상이 일어났는지 정확한 이유를 알고싶습니다.LG정수기 곰팡이, LG건조기콘덴서 이슈에 이어 이번엔 광파오븐까지...전부 다 인간에게 아주 밀접한 영향을 주는 제품들인데...왜 이러나 모르겠습니다...",3,이사/생활 주변 맥락 (광파오븐 포함)
광파오븐 소리가 이상해요,전자레인지 쓸려고하는데 돌리니깐 갑자기 저런 소리가 나요 원인이 뭔지 모르겠어요 ㅜ                    0초                0초       광고 후 계속됩니다.     다음 동영상 subject author          취소         광파오븐 소리가 이상해요                     재생 (space/k)   재생   00:10                 0:00:00               재생 (space/k)   재생 음소거 (m)         음소거       00:00  /   00:10  실시간       설정      전체 화면 (f)                       해상도                   자동 (480p)                   자막                  사용 안함                   재생 속도                  1.0x (기본)          인기 구간 표시    해상도       자동 (480p)     HD        1080p     HD        720p     HD        480p            270p         자막   설정       사용 안함         옵션  글자 크기    배경색    재생 속도   0.5x 1.0x (기본) 1.5x 2.0x           죄송합니다. 문제가 발생했습니다. 다시 시도해 주세요.          도움말              음소거 상태입니다.                         도움말                                      라이선스                                      디버그 정보 다운로드                       고화질 재생이 가능한 영상입니다.     설정에서 해상도를 변경해보세요.     더 알아보기   00:00,5,미분류
쿠쿠광파오븐 에어프라이기 사용시 설정 문의해요,쿠쿠광파오븐 에어프라이기 기능 사용시 자동설정 말고 수동으로 할때 온도랑 시간 별도로 조정 안되나요??? 베이킹도 안되는거 같아서요,5,미분류
엘지오브제광파오븐 (MLJ32ERS) 문의드려요,엘지오브제광파오븐 (MLJ32ERS) 구입하여 사용중인데 전자레인지 기능 정상인데오븐기능과 에어프라이어 기능이 레시피의 두배이상은 가동해야 조리가 되는데 사용하신분 답변좀 부탁드려요..용량이 커서 그럴수 있다길래 예열하고 해도 똑같습니다.레시피대로 가동하면 냉동제품은 아예 냉동 그대로입니다...ㅡ.ㅡ;A/S 보내서 부품 교체를 하였는데도 똑같은 상테에요...사용하신분 어떤지 답변좀 부탁드려요.....,1,주방 공간 배치 및 인테리어 고민
광파오븐 오브제 버튼 먹통,광파오븐 오브제 사용중인데 다이얼은 되는데 시작취소 이런 게 눌러도 먹통입니다 뭐가 문제 일까요?,4,광파오븐 핵심 사용/구매/레시피
LG광파오븐 빌트인 설치 가능?,LG 오븐 ML32EW1 이 제품 빌트인 가능한가요?,1,주방 공간 배치 및 인테리어 고민
광파오븐 동시에 사용가능한가요,예를들어 전자레인지 돌리면서 구이요리를 하거나법랑접시를 더 사서 오븐요리를 두판 한꺼번에 돌리거나요,1,주방 공간 배치 및 인테리어 고민
Lg mj32ers 광파오븐 에어프라이모드,에어프라이가 열풍으로 한다는데 저 오븐은 컨백션오븐이라는데 오븐모드와 에어프라이 모드의 차이는 멀까요?동작상 차이를 알려주세요.,1,주방 공간 배치 및 인테리어 고민
엘지 광파 오븐과 밀레 7240 차이 외,엘지 빌트인 오븐 MG941CLCAT써보신분 있을까요?기존에 디오스 광파 오븐을 썼는 데 엘지 빌트인 말고 밀레 콤비 오븐 이라고 헨지.오븐.에어프라이어 겸용 이라 하는 데 내부가 많이 작더라고요쓰신분 있다면 오븐 기능이 떨어진다는 데 일상 요리와 씩빵 굽기가 어떨까요H7240BMH 7440BMH7840 BM차이와 청소는 편리 한지 궁금합니다,1,주방 공간 배치 및 인테리어 고민
쿠쿠 광파오븐 작동 오류,쿠쿠 광파오븐을 오늘 구매했는데요 다른 버튼은 다 눌리고 작동이 되는데 시작 버튼만 작동이 안 돼요 눌리긴 하는데 시작을 눌러도 작동을 안 하네요 왜 그럴까요? 벌써 망가진 걸까요?,3,이사/생활 주변 맥락 (광파오븐 포함)
Sk매직 광파오븐레인지 사용방법 알려주세요,"EON-C200F 모델을 처음 사용해보는데, 사용설명서를 봐도 이해가 잘 안되네요.레인지 기능이 전자레인지가 아니라 오븐레인지여서, 평소 일반 전자레인지 쓰듯이 쓰면 안될 것 같아서 물어봅니다.햇반등 전자레인지에 사용가능한 플라스틱 용기들은 해당 오븐 레인지에서 사용이 불가하나요?",4,광파오븐 핵심 사용/구매/레시피
LG 디오스 오브제컬렉션 광파오븐 조작부 버튼 밝기,LG 디오스 오브제컬렉션 광파오븐 사용중인데 중앙의 네모난 작은 화면 밝기가 아닌 터치형 조작부 버튼 밝기 문의입니다. 조작부 버튼이 좀만 어두워져도 잘 안보이고 밤에 잠깐 물 30초 돌리려고 불 안켜고 가면 아무것도 안보입니다... 설정 버튼 제발 알려주세요 없으면 LG 업데이트로 넣어주심 안되나요 엉엉,4,광파오븐 핵심 사용/구매/레시피
LG광파오븐 사용할 수 있는건가요?,본가에 있는데 오븐 기능을 한 번도 안 써봐서혹시 따로 오븐 팬이 필요한가요?,4,광파오븐 핵심 사용/구매/레시피
LG 디오스 오브제컬렉션 광파오븐 시계기능 여부 궁금,안녕하세요 시계기능이 있는지 궁금합니다,4,광파오븐 핵심 사용/구매/레시피
전자렌지대 수납장 광파오븐 렌지대 선반 주방가구 추천,"전자렌지대 수납장 광파오븐 렌지대 선반 주방수납장 추천해주세요! 에어프라이어, 전자레인지, 커피머신, 밥솥 이렇게 4개를 한꺼번에 정리정돈 가능한 주방 수납장 추천해주세요. 그리고 케이블 정리 깔끔하게 가능한걸로요!",0,기기 오작동/소음/설정 문제
쿠쿠 광파오븐을 샀는데,쿠쿠 광파오븐을 샀는데 오븐이나 에어프라이 기능을 쓸때 뚜껑 같은걸로 덮어서 기름이 튀거나 하는걸 방지하고 싶은데제품좀 추천해주세요,4,광파오븐 핵심 사용/구매/레시피
LG전자 광파 오븐레인지MLJ39EW 멀티탭사용,"제가 LG전자 디오스 오브제컬렉션 광파 오븐레인지, MLJ39EW 이 제품을 사용하려고 구매를 했는데, 전선코드에 주의사항이 멀티탭 연결보다 직접 코드를 꽂는걸 권장한다고 하는데 저희집 구조상 멀티탭 사용을 해야할거같은데 문제가 생길까요 ? 꼭 직접 꽂아야할까요?",1,주방 공간 배치 및 인테리어 고민
mz385ebt와 똑같은 사이즈의 광파오븐은 무엇인가요,"기존에 있던 mz385ebt 빌트인 광파오븐을 탈거하고, 그 자리에 똑같은 모델의 광파오븐을 빌트인으로 설치하려니 모델이 단종됐다 하더라고요. 혹시 똑같은 사이즈의 모델이 있을까요?",1,주방 공간 배치 및 인테리어 고민
